date,purchase_price,sale_price
2005-03-07,61.10946502,57.71
2005-03-08,61.04997531,57.67
2005-03-09,60.97352409,57.61
2005-03-10,60.99632212,57.56
2005-03-11,60.93621456,57.48
2005-03-14,61.00202929,57.35
2005-03-15,61.17362637,57.33
2005-03-16,60.9744856,57.24
2005-03-17,60.86729936,57.14
2005-03-18,60.87485611,57.07
2005-03-21,60.85183358,56.98
2005-03-22,60.67068493,56.63
2005-03-23,60.91203958,56.6
2005-03-24,60.82582418,56.55
2005-03-28,60.75411636,56.43
2005-03-29,60.77967033,56.44
2005-03-30,60.70384615,56.41
2005-03-31,60.64662974,56.42
2005-04-01,60.63511216,56.41
2005-04-04,60.57480703,56.46
2005-04-05,60.46495071,56.55
2005-04-06,60.55384615,56.51
2005-04-07,60.64285714,56.48
2005-04-08,60.33468227,56.46
2005-04-11,60.31007328,56.32
2005-04-12,60.35835616,56.18
2005-04-13,60.1660274,55.67
2005-04-14,60.35503936,55.28
2005-04-15,60.50129598,55.27
2005-04-18,60.35352423,55.15
2005-04-19,60.49337748,54.72
2005-04-20,60.33719008,54.58
2005-04-22,60.14340659,54.5
2005-04-25,60.27438017,54.34
2005-04-26,60.03296703,54.31
2005-04-27,59.82098867,54.23
2005-04-28,60.14385713,54.23
2005-04-29,60.17537087,54.25
2005-05-02,59.94044008,54.26
2005-05-03,59.9321529,54.27
2005-05-04,59.94861878,54.28
2005-05-05,60.01160221,54.3
2005-05-06,60.08144044,54.29
2005-05-09,60.30610547,54.3
2005-05-10,60.12785742,54.33
2005-05-11,60.20257929,54.36
2005-05-12,59.97016575,54.44
2005-05-13,59.84297521,54.46
2005-05-16,59.53073546,54.5
2005-05-17,59.53681319,54.52
2005-05-18,59.59196035,54.48
2005-05-19,59.58333333,54.4
2005-05-20,59.43007742,54.3
2005-05-23,59.33347962,54.01
2005-05-24,59.68743109,53.91
2005-05-25,59.34020732,53.87
2005-05-27,59.39010989,53.88
2005-05-30,59.26725082,53.85
2005-05-31,59.35995174,53.85
2005-06-01,59.06885246,53.85
2005-06-02,59.02676133,53.88
2005-06-03,59.04754098,53.9
2005-06-06,58.93096862,53.9
2005-06-07,58.82045417,53.89
2005-06-08,59.22301922,53.89
2005-06-09,59.41813187,53.91
2005-06-10,59.14014304,53.93
2005-06-13,59.01282401,53.94
2005-06-14,58.57104107,53.95
2005-06-15,59.21703297,53.93
2005-06-16,58.50814332,53.92
2005-06-17,58.64021739,53.87
2005-06-20,59.10575342,53.83
2005-06-21,59.16923077,53.73
2005-06-22,59.00493421,53.65
2005-06-23,58.29105691,53.62
2005-06-24,58.85038594,53.57
2005-06-27,58.866809,53.56
2005-06-28,58.75245902,53.51
2005-06-29,58.11718877,53.48
2005-06-30,58.09593496,53.45
2005-07-01,58.60675513,53.42
2005-07-04,58.5392765,53.34
2005-07-05,58.4323939,53.28
2005-07-06,58.20167515,53.21
2005-07-07,58.22727273,53.1
2005-07-08,57.76026951,53.03
2005-07-11,57.68479323,52.85
2005-07-12,57.5096055,52.78
2005-07-13,57.5096055,52.65
2005-07-14,57.53502461,52.59
2005-07-15,57.48863636,52.55
2005-07-18,57.69431318,52.54
2005-07-19,57.79428571,52.46
2005-07-20,57.81868761,52.35
2005-07-21,57.27243243,52.17
2005-07-22,57.26108108,52.15
2005-07-25,57.57065217,52.06
2005-07-26,57.44943881,52.04
2005-07-27,57.42689741,52.04
2005-07-28,57.54719034,52.05
2005-07-29,57.50217391,52.06
2005-08-01,57.49348534,52.1
2005-08-02,57.68275411,52.16
2005-08-03,58.16544985,52.25
2005-08-04,57.15557714,52.2
2005-08-05,57.46467391,52.16
2005-08-08,57.01459459,52.13
2005-08-09,56.99012359,52.01
2005-08-10,57.22947004,52
2005-08-11,57.42652252,51.91
2005-08-12,57.1056338,51.9
2005-08-15,56.81281346,51.88
2005-08-16,57.22370499,51.78
2005-08-17,57.22370499,51.6
2005-08-18,57.24201708,51.19
2005-08-19,57.08763166,50.9
2005-08-22,57.06013363,50.82
2005-08-23,57.42861831,50.71
2005-08-24,56.75785482,50.57
2005-08-25,56.74160347,50.29
2005-08-26,56.74269925,50.18
2005-08-29,56.51566813,49.86
2005-08-30,56.85636561,49.76
2005-08-31,57.08709201,49.43
2005-09-01,56.66287016,49.36
2005-09-02,56.64659941,49.35
2005-09-05,56.63067658,49.31
2005-09-06,56.31056911,49.29
2005-09-08,56.38371777,49.23
2005-09-09,56.6970524,49.09
2005-09-12,56.87133702,49.07
2005-09-13,56.73442623,49.1
2005-09-14,56.72786885,49.15
2005-09-15,56.78096073,49.26
2005-09-16,56.4379085,49.42
2005-09-19,56.20562371,49.48
2005-09-20,56.6768877,49.61
2005-09-21,56.67377049,49.77
2005-09-22,56.6295082,50.15
2005-09-23,56.62459016,50.53
2005-09-26,56.50819672,50.85
2005-09-27,56.39273639,51.26
2005-09-28,56.30857143,51.86
2005-09-29,56.31802582,52.44
2005-09-30,56.1742671,52.94
2005-10-03,56.09445318,53.78
2005-10-04,56.17696523,54.66
2005-10-05,56.76044004,55.47
2005-10-06,56.72786885,56.4
2005-10-07,56.9442623,57.58
2005-10-10,57.13417638,58.4
2005-10-11,56.90721649,58.43
2005-10-13,56.51193059,57.84
2005-10-14,56.91410741,56.91
2005-10-17,57.30497238,56.42
2005-10-18,56.89120879,56.27
2005-10-19,56.65772914,56.18
2005-10-20,56.20948037,55.68
2005-10-21,56.07642276,55.42
2005-10-24,56.26103542,53.48
2005-10-25,56.16457766,52.55
2005-10-26,56.39737991,52.4
2005-10-27,55.46770721,53.31
2005-10-28,55.98097826,53.97
2005-10-31,56.14629357,54.32
2005-11-01,55.76576087,54.45
2005-11-03,56.22269667,55.08
2005-11-04,56.2309082,55.72
2005-11-07,55.65203252,56.41
2005-11-08,55.57783784,57.06
2005-11-09,55.58594595,57.93
2005-11-10,55.88967391,58.26
2005-11-11,55.33783784,58.31
2005-11-14,55.26103337,58.03
2005-11-16,55.40460081,57.82
2005-11-17,55.32828146,57.33
2005-11-18,55.3834912,56.53
2005-11-21,55.44053221,55.75
2005-11-22,55.68586957,55.65
2005-11-23,55.65163043,55.03
2005-11-24,55.56910569,54.85
2005-11-25,55.84429047,54.45
2005-11-28,55.89339298,54.12
2005-11-29,55.94213204,53.89
2005-11-30,55.94705464,53.6
2005-12-01,55.60712535,53.58
2005-12-02,55.63960137,53.59
2005-12-05,55.96612399,53.54
2005-12-06,55.58414654,52.81
2005-12-07,55.30597826,52.41
2005-12-08,55.37633239,51.89
2005-12-09,55.39782016,50.92
2005-12-12,54.90042212,50.81
2005-12-13,55.57600657,50.61
2005-12-14,55.41207292,50.59
2005-12-15,55.58166283,50.5
2005-12-16,55.59370372,50.6
2005-12-19,55.48145311,50.95
2005-12-20,55.84849487,51.02
2005-12-21,55.29004093,51.4
2005-12-22,55.15522876,51.58
2005-12-23,55.46136986,51.8
2005-12-26,55.55092415,51.92
2005-12-27,55.36557377,51.99
2005-12-28,55.6668685,51.99
2005-12-29,55.23567088,51.97
2006-01-02,55.32386332,51.4
2006-01-03,55.51164199,51.4
2006-01-04,55.52396694,51.3
2006-01-05,55.15726027,51.26
2006-01-06,55.66077348,50.82
2006-01-09,54.8875701,50.37
2006-01-10,55.37472527,50.03
2006-01-11,55.18236165,49.83
2006-01-12,54.83097056,49.72
2006-01-13,54.72260032,49.67
2006-01-16,54.67686612,49.53
2006-01-17,54.68809589,49.46
2006-01-18,54.63742849,49.03
2006-01-19,54.48416585,48.68
2006-01-20,54.36135549,48.61
2006-01-23,54.32899023,48.41
2006-01-24,54.42810458,48.43
2006-01-25,54.7035638,48.45
2006-01-26,54.29738562,48.58
2006-01-27,54.6809443,48.84
2006-01-30,54.53114754,48.89
2006-01-31,54.66229508,49.41
2006-02-01,54.73103599,49.79
2006-02-02,54.83267717,50.15
2006-02-03,54.93766404,50.44
2006-02-06,54.1641976,50.87
2006-02-07,54.79520425,51.3
2006-02-08,54.79520425,51.21
2006-02-09,54.56133729,50.94
2006-02-10,54.97253196,50.84
2006-02-13,54.99537667,50.85
2006-02-14,54.60965339,50.77
2006-02-15,54.70216216,50.41
2006-02-16,54.3093745,50.56
2006-02-17,54.60889322,50.52
2006-02-20,54.3669181,50.29
2006-02-21,54.57405405,50.25
2006-02-22,54.55459459,50.12
2006-02-23,54.89021739,50.13
2006-02-24,54.84293478,50.13
2006-03-01,54.53351351,50.16
2006-03-02,54.82173913,50.12
2006-03-03,54.91793478,50.13
2006-03-06,55.32271309,50.1
2006-03-07,54.51590296,50.1
2006-03-08,54.40175985,50.14
2006-03-09,54.41141753,50.15
2006-03-10,54.88985115,50.15
2006-03-13,55.06630435,50.13
2006-03-14,54.53065391,49.92
2006-03-15,54.72988289,49.79
2006-03-16,54.64245237,49.6
2006-03-17,54.76226456,49.56
2006-03-20,54.37610786,49.57
2006-03-21,54.33259924,49.49
2006-03-22,54.84215086,49.23
2006-03-23,54.69967532,49
2006-03-24,54.67875507,48.94
2006-03-27,54.81899593,48.81
2006-03-28,54.61509454,48.84
2006-03-29,54.57469159,48.87
2006-03-30,54.44683252,48.94
2006-03-31,54.46280105,48.96
2006-04-03,54.60406146,49.49
2006-04-04,55.3200847,49.54
2006-04-05,55.34819395,49.6
2006-04-06,55.20324324,49.87
2006-04-07,55.27203894,50
2006-04-10,55.3082414,50.24
2006-04-11,55.01425268,50.27
2006-04-12,55.37566651,50.44
2006-04-13,55.50161638,50.7
2006-04-17,55.82909406,50.82
2006-04-18,55.68980384,50.91
2006-04-19,56.30094723,50.82
2006-04-20,56.1749312,50.75
2006-04-24,56.38556158,50.66
2006-04-25,56.63548387,50.4
2006-04-26,56.68113845,50.16
2006-04-27,57.16336554,50
2006-04-28,57.26537217,49.97
2006-05-02,57.0997319,49.8
2006-05-03,57.59189189,49.72
2006-05-04,57.60648649,49.58
2006-05-05,57.61297297,49.53
2006-05-08,57.72,49.38
2006-05-09,57.77513514,49.22
2006-05-10,57.43986715,49.15
2006-05-11,58.26572668,49.07
2006-05-12,58.02580645,48.91
2006-05-15,58.0983871,48.88
2006-05-16,58.41377833,48.81
2006-05-17,58.77185432,48.44
2006-05-18,58.90659489,48.36
2006-05-19,58.76992433,48.37
2006-05-22,58.81676121,48.32
2006-05-23,59.01001768,48.26
2006-05-24,59.37523543,48.25
2006-05-25,59.42689555,48.26
2006-05-26,59.18875502,48.4
2006-05-29,60.3960072,48.53
2006-05-30,59.90108108,48.7
2006-05-31,59.94324324,48.77
2006-06-01,59.56659506,48.9
2006-06-02,59.7609433,49.03
2006-06-05,59.65691275,49.1
2006-06-06,59.80958528,49.07
2006-06-07,59.57732898,49
2006-06-08,59.73776507,48.82
2006-06-09,59.40093403,48.75
2006-06-12,59.62223538,48.74
2006-06-13,59.62540366,48.75
2006-06-14,60.09257755,48.75
2006-06-16,59.86511376,48.77
2006-06-19,59.87009472,48.8
2006-06-20,59.44456405,48.78
2006-06-21,59.87642276,48.78
2006-06-22,59.63592233,48.77
2006-06-23,59.45436883,48.77
2006-06-26,59.54732288,48.75
2006-06-27,59.28355795,48.76
2006-06-28,59.10524899,48.77
2006-06-29,59.44197397,48.77
2006-06-30,59.4175705,48.78
2006-07-03,59.49202374,48.77
2006-07-04,58.94231806,48.77
2006-07-05,59.13052917,48.86
2006-07-06,59.38735394,48.85
2006-07-07,59.30092013,48.89
2006-07-10,59.10654979,49.08
2006-07-11,58.9892978,49.12
2006-07-12,59.27967033,49.19
2006-07-13,58.64885496,49.3
2006-07-14,58.59270169,49.63
2006-07-17,58.73269494,50.01
2006-07-18,58.88241758,50.28
2006-07-19,58.16612378,50.49
2006-07-20,58.04878049,50.57
2006-07-21,58.37506136,51.25
2006-07-24,58.18695652,51.33
2006-07-25,58.24816327,51.61
2006-07-26,58.22857143,51.88
2006-07-27,58.48360656,52.87
2006-07-28,58.72131148,53.63
2006-07-31,58.34572592,54.22
2006-08-01,58.52483039,55.12
2006-08-02,58.14986523,55.17
2006-08-03,58.75811688,55.28
2006-08-04,58.96428571,56.05
2006-08-07,59.2328114,56.2
2006-08-08,59.18954036,56.25
2006-08-09,59.32710585,56.06
2006-08-10,59.2252301,56.06
2006-08-11,59.20813501,56.11
2006-08-14,59.56427134,56.06
2006-08-15,59.07144783,56.02
2006-08-16,59.39837398,55.9
2006-08-17,59.20339625,55.75
2006-08-18,59.47379853,55.66
2006-08-21,59.34973447,55.66
2006-08-22,59.12126443,55.65
2006-08-23,59.22168285,55.67
2006-08-24,59.2748071,55.71
2006-08-25,59.46901218,55.84
2006-08-28,59.46747483,55.96
2006-08-29,59.41945946,56.23
2006-08-30,59.43891892,56.48
2006-08-31,59.22136665,56.74
2006-09-01,59.63252033,56.74
2006-09-04,59.54323797,56.74
2006-09-05,59.2916442,56.79
2006-09-06,59.42432432,56.85
2006-09-08,59.59565217,56.94
2006-09-11,59.65597826,57.3
2006-09-12,59.36707495,58.23
2006-09-13,59.67317073,58.66
2006-09-14,59.55609756,58.74
2006-09-15,59.7992383,59.14
2006-09-18,59.55146262,59.3
2006-09-19,59.5996311,59.39
2006-09-20,59.56216216,59.72
2006-09-21,59.54244139,60.29
2006-09-22,59.70664506,60.46
2006-09-25,59.78606159,60.59
2006-09-26,59.95459459,60.73
2006-09-27,59.90940466,60.95
2006-09-28,60.20616883,61.13
2006-09-29,59.64308682,61.6
2006-10-02,59.99676724,61.81
2006-10-03,59.97901646,62.41
2006-10-04,60.06133649,62.88
2006-10-05,60.51405405,63.01
2006-10-06,60.81952968,63.01
2006-10-09,60.14657718,63.03
2006-10-10,60.40887788,63.05
2006-10-11,60.51855043,63.06
2006-10-13,60.54589502,63.1
2006-10-16,60.56850606,63.15
2006-10-17,61.17228261,63.07
2006-10-18,61.18532609,62.19
2006-10-19,60.8951102,61.9
2006-10-20,60.78221357,61.54
2006-10-23,60.75300227,60.49
2006-10-24,60.62982352,59.66
2006-10-25,60.55210751,59.49
2006-10-26,60.52014692,59.35
2006-10-27,60.7059589,59.24
2006-10-30,60.94925275,58.88
2006-10-31,60.79855997,58.3
2006-11-01,60.28070745,57.79
2006-11-03,60.23863636,57.69
2006-11-06,60.64904632,56.95
2006-11-07,60.67683924,56.6
2006-11-08,60.13621622,56.45
2006-11-09,60.45978261,55.99
2006-11-10,60.75081967,55.78
2006-11-13,60.66885246,55.6
2006-11-14,60.58688525,55.56
2006-11-16,60.18913043,55.29
2006-11-17,60.0195122,55.26
2006-11-20,59.99674797,55.13
2006-11-21,60.51639344,55.06
2006-11-22,60.28158254,54.91
2006-11-23,60.16021798,53.7
2006-11-24,59.76251152,53.28
2006-11-27,59.46763754,52.6
2006-11-28,59.85830619,52.35
2006-11-29,59.64409534,52.49
2006-11-30,59.2884097,52.59
2006-12-01,59.75543478,52.87
2006-12-04,59.70978261,53.41
2006-12-05,59.43234501,53.94
2006-12-06,59.44872555,54.33
2006-12-07,59.43417578,54.83
2006-12-08,59.46388079,54.95
2006-12-11,59.55081081,54.97
2006-12-12,59.61344811,54.31
2006-12-13,59.26963563,54
2006-12-14,59.47908188,53.8
2006-12-15,59.39817827,53.36
2006-12-18,59.44770283,52.91
2006-12-19,59.0368686,52.67
2006-12-20,59.09430894,52.52
2006-12-21,59.45344461,52.52
2006-12-22,58.99349593,52.59
2006-12-26,58.82108108,52.69
2006-12-27,59.34216986,52.71
2006-12-28,59.11956522,52.79
2007-01-02,58.70432432,53.03
2007-01-03,59.04619565,53.09
2007-01-04,59.09347826,53.15
2007-01-05,58.98324324,53.24
2007-01-08,58.83234501,53.28
2007-01-09,59.01081081,53.33
2007-01-10,59.08054054,53.31
2007-01-11,59.2884605,53.39
2007-01-12,59.0458221,53.41
2007-01-15,59.07008086,53.56
2007-01-16,58.97883341,53.58
2007-01-17,59.21351351,53.62
2007-01-18,59.10240542,53.72
2007-01-19,59.45027027,53.75
2007-01-22,59.4972973,53.77
2007-01-23,59.51189189,53.79
2007-01-24,59.83547809,53.8
2007-01-25,59.96902174,53.83
2007-01-26,60.10434783,53.87
2007-01-29,59.78432432,53.96
2007-01-30,60.01952278,53.97
2007-01-31,59.74960961,54.04
2007-02-01,59.51776242,54.13
2007-02-02,59.78299309,54.18
2007-02-05,59.92107383,54.32
2007-02-06,60.14524719,54.74
2007-02-07,60.02571383,54.84
2007-02-08,60.58702703,54.87
2007-02-09,60.68432432,54.92
2007-02-12,60.70702703,55.04
2007-02-13,60.66954178,55.15
2007-02-14,60.82775378,55.17
2007-02-15,61.0237581,55.23
2007-02-16,61.33116883,55.31
2007-02-21,61.73804348,55.34
2007-02-22,62.07228261,55.63
2007-02-23,62.17783784,55.7
2007-02-26,62.22486486,55.87
2007-02-27,61.85369775,55.97
2007-02-28,61.96351931,56.03
2007-03-01,61.97499732,56.04
2007-03-02,62.5792515,56.2
2007-03-05,62.72741935,56.23
2007-03-06,62.59926057,56.32
2007-03-07,62.77709327,56.35
2007-03-08,62.90940299,56.4
2007-03-09,62.9657244,56.4
2007-03-12,63.06571689,56.44
2007-03-13,63.35322581,56.37
2007-03-14,63.26380697,56.23
2007-03-15,63.8772973,55.99
2007-03-16,63.65322581,55.73
2007-03-19,63.6,55.46
2007-03-20,63.98220065,55.38
2007-03-21,64.03619325,55.37
2007-03-22,64.18544474,55.37
2007-03-23,63.97369128,55.39
2007-03-26,64.06389262,55.43
2007-03-27,64.0776699,55.67
2007-03-28,64.06760594,55.78
2007-03-29,64.42741935,55.86
2007-03-30,64.54618474,55.96
2007-04-02,64.58313253,55.99
2007-04-03,64.98577487,55.98
2007-04-04,64.80641711,56.08
2007-04-05,65.22419355,56.08
2007-04-09,65.24295302,56.14
2007-04-10,65.12669417,56.19
2007-04-11,65.3002681,56.28
2007-04-12,65.44897959,56.28
2007-04-13,65.34224599,56.27
2007-04-16,65.38235294,56.3
2007-04-17,65.59436439,56.16
2007-04-18,65.60534759,56.01
2007-04-19,65.6576,55.61
2007-04-20,65.73078561,55.5
2007-04-23,65.84901637,55.47
2007-04-24,65.98270062,55.27
2007-04-25,66.20451996,55.17
2007-04-26,66.5002681,55.17
2007-04-27,66.41390374,55.18
2007-04-30,66.52941176,55.21
2007-05-02,66.49198718,55.35
2007-05-03,66.67309237,55.46
2007-05-04,66.4352,55.53
2007-05-07,66.5344,55.57
2007-05-08,67.15806452,55.59
2007-05-09,67.11373391,55.58
2007-05-10,67.13626609,55.58
2007-05-11,67.76108108,55.56
2007-05-14,67.17737183,55.55
2007-05-15,67.37022553,55.55
2007-05-16,68.0027027,55.65
2007-05-17,67.53458445,55.71
2007-05-18,67.78327774,55.68
2007-05-21,68.14292659,55.7
2007-05-22,67.70574368,55.63
2007-05-23,68.00312012,55.6
2007-05-24,67.85951743,55.5
2007-05-25,68.16451613,55.48
2007-05-28,68.14255788,55.45
2007-05-29,68.14550336,55.46
2007-05-30,67.93957219,55.44
2007-05-31,68.56034483,55.46
2007-06-01,68.57119785,55.54
2007-06-04,68.57765814,55.63
2007-06-05,68.50806452,55.84
2007-06-06,68.53064516,56.03
2007-06-08,68.47087248,56.09
2007-06-11,68.39036145,56.18
2007-06-12,68.45502759,56.62
2007-06-13,69.09081081,56.9
2007-06-14,68.87703991,57.03
2007-06-15,68.54136546,57.14
2007-06-18,68.57349398,57.22
2007-06-19,68.63984572,57.39
2007-06-20,69.39081081,57.57
2007-06-21,68.97181208,57.71
2007-06-22,68.99677766,57.92
2007-06-25,68.89055553,58.28
2007-06-26,69.05718121,58.73
2007-06-27,69.14577181,59.51
2007-06-28,69.07708779,60.28
2007-06-29,69.38870968,60.46
2007-07-02,69.43548387,60.59
2007-07-03,69.51451613,60.6
2007-07-04,69.28426124,60.77
2007-07-05,69.17863818,60.81
2007-07-06,69.54757688,60.82
2007-07-10,69.93426724,60.87
2007-07-11,70.18702703,60.87
2007-07-12,70.19513514,61.1
2007-07-13,70.05121294,61.25
2007-07-16,70.11590296,61.25
2007-07-17,70.62252374,61.35
2007-07-18,70.38810811,61.47
2007-07-19,70.05322581,61.62
2007-07-20,70.45459459,61.66
2007-07-23,70.96378378,61.66
2007-07-24,72.72430398,61.8
2007-07-25,72.11945523,62.02
2007-07-26,71.96531792,62.39
2007-07-27,71.5175961,62.55
2007-07-30,71.68010825,62.73
2007-07-31,71.92054054,62.94
2007-08-01,72.33567568,63.31
2007-08-02,72.73555736,63.44
2007-08-03,72.69536962,63.74
2007-08-06,72.64378378,63.92
2007-08-07,72.52736587,64.34
2007-08-08,73.11736936,64.55
2007-08-09,72.53709677,64.78
2007-08-10,73.03297297,64.82
2007-08-13,73.00458345,64.85
2007-08-14,73.13005936,64.93
2007-08-15,73.3834912,64.93
2007-08-16,73.48254398,64.85
2007-08-17,73.29269608,64.75
2007-08-20,73.01561745,64.74
2007-08-21,73.3981681,64.62
2007-08-22,73.66067088,64.56
2007-08-23,73.44833154,64.55
2007-08-24,73.50322928,64.47
2007-08-27,73.20884757,64.47
2007-08-28,73.7009396,64.27
2007-08-29,74.22972973,63.97
2007-08-30,73.55775401,63.74
2007-08-31,73.76975411,63.5
2007-09-03,74.57513514,63.32
2007-09-04,74.15516779,63.14
2007-09-05,74.37119948,63.11
2007-09-06,74.72756757,62.83
2007-09-10,74.40348706,62.66
2007-09-11,74.31785235,62.2
2007-09-12,74.50196416,61.77
2007-09-13,74.37744966,61.55
2007-09-14,74.54193548,61.42
2007-09-17,74.58709677,60.77
2007-09-18,74.5514094,60.07
2007-09-19,74.0832,60
2007-09-20,75.09891892,60
2007-09-21,74.47527723,60.02
2007-09-24,75.21405405,60.28
2007-09-25,75.1425486,60.37
2007-09-26,75.16522678,60.75
2007-09-27,75.04040948,61.17
2007-09-28,74.77294686,61.26
2007-10-01,75.10670403,61.44
2007-10-02,75.06704001,61.84
2007-10-03,74.95248322,62.44
2007-10-04,75.35045594,62.62
2007-10-05,75.37544503,62.97
2007-10-08,75.56594595,63.06
2007-10-09,75.07489933,63.05
2007-10-10,75.61459459,63.07
2007-10-11,75.34973884,63.09
2007-10-15,75.31399666,63.11
2007-10-16,75.65316045,63.26
2007-10-17,75.83725841,63.41
2007-10-18,75.85350008,63.89
2007-10-19,75.44388249,63.94
2007-10-22,75.5902965,63.94
2007-10-23,75.81891892,64.33
2007-10-24,75.87243243,64.75
2007-10-25,76.25509041,65.15
2007-10-26,76.05953992,65.59
2007-10-29,75.66340256,66.05
2007-10-30,75.79534433,66.32
2007-10-31,76.07675676,66.73
2007-11-01,76.43512237,67.15
2007-11-05,76.19513514,67.73
2007-11-06,76.512776,68.34
2007-11-07,76.61205447,69.22
2007-11-08,76.38162162,69.59
2007-11-09,76.11129032,70.26
2007-11-12,76.3208919,70.87
2007-11-13,76.72054054,71.22
2007-11-14,76.81621622,71.8
2007-11-16,76.62465665,72.39
2007-11-19,76.39055794,72.7
2007-11-20,77.02216216,72.98
2007-11-21,77.09027027,73.57
2007-11-22,77.1372973,74.61
2007-11-23,76.90215928,75.48
2007-11-26,76.72912752,75.76
2007-11-27,77.29428926,76.44
2007-11-28,77.35170178,76.82
2007-11-29,77.06129032,76.89
2007-11-30,77.22410729,76.96
2007-12-03,77.28824511,77.04
2007-12-04,77.37769397,77.21
2007-12-05,77.14699726,77.29
2007-12-06,77.52291105,77.28
2007-12-07,77.60707735,76.82
2007-12-10,77.45871214,76.72
2007-12-11,77.40464167,75.59
2007-12-12,77.53064516,74.77
2007-12-13,78.76512262,73.73
2007-12-14,78.66760931,73.28
2007-12-17,79.10327869,73.26
2007-12-18,78.69619565,72.77
2007-12-19,78.73127036,72.12
2007-12-20,78.68188473,71.56
2007-12-21,78.84527687,71.46
2007-12-26,78.51081081,71.48
2007-12-27,78.0067622,71.73
2007-12-28,78.02930285,71.74
2008-01-02,78.01608579,71.74
2008-01-03,78.67783784,72.5
2008-01-04,78.31129032,72.94
2008-01-07,78.13190349,73.36
2008-01-08,78.48709677,74.13
2008-01-09,78.35871314,74.37
2008-01-10,78.40857909,74.58
2008-01-11,78.6288,74.8
2008-01-14,79.1712648,74.99
2008-01-15,79.55114094,75.27
2008-01-16,79.46215246,75.32
2008-01-17,79.176,75.39
2008-01-18,79.99892375,75.43
2008-01-21,79.72893341,75.46
2008-01-22,79.75010702,75.46
2008-01-23,80.30975597,75.43
2008-01-24,79.91866438,75.36
2008-01-25,79.92032086,75.24
2008-01-28,80.45483871,75.2
2008-01-29,80.16485575,75.14
2008-01-30,80.95451357,74.82
2008-01-31,80.65449664,74.4
2008-02-01,81.01455526,73.72
2008-02-06,80.81129032,73.73
2008-02-07,80.64289544,73.85
2008-02-08,80.43368984,74.1
2008-02-11,80.64338137,74.42
2008-02-12,81.20374859,74.7
2008-02-13,81.00917924,74.78
2008-02-14,81.43989218,74.94
2008-02-15,81.56816221,75.14
2008-02-18,81.63934426,75.17
2008-02-19,81.9,75.24
2008-02-20,81.60323015,75.23
2008-02-21,81.27491961,75.22
2008-02-22,81.25569186,75.22
2008-02-25,81.4695302,75.24
2008-02-26,81.12375761,75.24
2008-02-27,81.44372422,75.34
2008-02-28,81.1152,75.4
2008-02-29,81.67892617,75.48
2008-03-03,81.12633262,75.58
2008-03-04,81.36497091,76
2008-03-05,82.22484826,76.02
2008-03-06,82.03022374,76.04
2008-03-07,82.35306712,76.04
2008-03-10,82.10972489,76.06
2008-03-11,82.47511506,76.06
2008-03-12,82.59631849,76.1
2008-03-13,83.04121219,76.12
2008-03-14,82.5616,76.11
2008-03-17,82.6512,76.14
2008-03-18,83.18852196,76.14
2008-03-19,83.34045508,76.16
2008-03-20,83.46544173,76.19
2008-03-24,83.42314464,76.26
2008-03-25,83.80427807,76.36
2008-03-26,84.13504823,76.42
2008-03-27,84.26260245,76.52
2008-03-28,84.43938501,76.68
2008-03-31,84.551883,76.85
2008-04-01,84.528,77
2008-04-02,84.9708291,77.15
2008-04-03,84.78712634,77.25
2008-04-04,85.32008357,77.26
2008-04-07,85.51133015,77.3
2008-04-08,85.97293986,77.35
2008-04-09,86.4516988,77.36
2008-04-10,87.30221604,77.43
2008-04-11,87.10650982,77.3
2008-04-14,87.41789535,77.19
2008-04-15,88.11821086,77.12
2008-04-16,88.93640878,77.11
2008-04-17,89.05185738,77.12
2008-04-18,89.9309163,77.15
2008-04-22,90.51878736,77.16
2008-04-23,91.67490596,77.16
2008-04-24,91.14320738,77.17
2008-04-25,91.4512,77.18
2008-04-28,92.02520107,77.23
2008-04-29,92.03670019,77.45
2008-04-30,92.27728076,77.55
2008-05-02,92.37585616,77.62
2008-05-05,93.28,77.87
2008-05-06,94.44527776,78.02
2008-05-07,96.58916805,78.32
2008-05-08,96.5232,78.52
2008-05-09,96.7008,78.52
2008-05-12,96.8624,78.71
2008-05-13,98.18983015,79.1
2008-05-14,98.64170495,79.41
2008-05-15,99.26631016,79.8
2008-05-16,99.93208556,80.59
2008-05-19,100.6206602,80.87
2008-05-20,101.5744,81.19
2008-05-21,102.3433155,81.56
2008-05-23,102.6945947,81.79
2008-05-26,103.7888,82.28
2008-05-27,105.7513259,83.12
2008-05-28,106.5946524,83.73
2008-05-29,106.8955912,84.52
2008-05-30,106.7757783,84.77
2008-06-02,107.2428335,85.11
2008-06-03,108.2068189,85.8
2008-06-04,108.616639,87.13
2008-06-05,108.1464116,88.35
2008-06-06,109.1022897,88.54
2008-06-09,109.022324,89.33
2008-06-10,109.9984,90.09
2008-06-11,111.3392618,90.61
2008-06-12,112.2233557,91.42
2008-06-13,113.0009618,92.02
2008-06-16,114.0917538,92.69
2008-06-17,116.6867824,93.58
2008-06-18,117.6,93.83
2008-06-19,118.2834225,94.17
2008-06-20,118.0298507,94.25
2008-06-23,118.0787234,94.41
2008-06-24,117.8533948,94.38
2008-06-25,118.5457638,94.26
2008-06-26,119.0106383,94.16
2008-06-27,119.1266166,94
2008-06-30,119.2739362,93.95
2008-07-01,119.5037234,93.97
